=== 生成时间: 2026-07-28 21:14:21 ===
=== 生成模型: doubao-seed-2-0-mini ===
=== 条目数: 1200 ===

question,answer,category
我没收到货怎么办？,亲，麻烦您先查看物流详情里的签收地点，若显示签收但您未收到，可联系快递员或我们客服协助核实包裹情况哦。,物流咨询
物流信息好几天没更新了是怎么回事？,亲，物流信息停滞可能是包裹在运输途中遇到中转延迟，您可以先联系对应快递公司查询，也可告知我们帮您跟进核实哦。,物流咨询
我想改收货地址可以吗？,亲，只要包裹还未发出，您可以联系客服修改收货地址；若已发出，需联系快递公司协商是否能转地址哦。,物流咨询
能不能帮我换个快递呀？,亲，只要当前合作快递能覆盖您的地址，且包裹未发出，我们可以帮您更换指定快递，麻烦您告知想换的快递名称哦。,物流咨询
我的快递丢了怎么办？,亲，若核实是包裹丢失，我们会为您办理全额退款或重新发货，您可以先联系快递方确认丢件情况，也可找我们协助处理哦。,物流咨询
收到的快递破损了怎么办？,亲，麻烦您先拍摄破损部位的照片，联系我们客服，我们会为您办理退换货或补发，同时会协助您向快递方追责哦。,物流咨询
你们送货上门吗？,亲，普通小件快递一般会按地址送货上门，若您不在家，快递员可能会放在小区驿站或代收点，大件商品我们会安排送货上门并安装哦。,物流咨询
大件物流是怎么配送的？,亲，大件商品我们会选择专线物流配送，一般是送货上门，具体配送范围和时效会根据您的收货地址确定，您下单后可查看详情哦。,物流咨询
你们的物流电话是多少呀？,亲，您可以在物流详情页找到对应快递公司的官方电话，也可告知订单号，我们帮您查询快递员的联系电话哦。,物流咨询
我拒收了快递，什么时候能退款？,亲，您拒收后，包裹会原路退回，我们收到退回的包裹后，会在1-3个工作日内为您办理退款，退款原路返回哦。,物流咨询
物流延迟了能补偿吗？,亲，若因我们或快递公司原因导致物流延迟，您可以联系我们，我们会根据情况为您提供优惠券或其他补偿哦。,物流咨询
能不能帮我指定某个快递发货？,亲，只要您指定的快递在我们的合作范围内，且能覆盖您的收货地址，我们可以帮您备注指定快递，麻烦您告知快递名称哦。,物流咨询
为什么我看不到物流信息？,亲，若刚下单不久，包裹还未发出，物流信息会暂时未更新；若已发货但看不到，可能是物流系统延迟，您可稍后再试或联系我们查询哦。,物流咨询
显示签收了但我没收到货？,亲，这种情况可能是快递员放在了代收点、驿站或邻居家，您可以先查看小区的代收点信息，或联系快递员核实，也可找我们协助哦。,物流咨询
收货地址写错了怎么改？,亲，若包裹还未发出，您可立即联系客服修改地址；若已发出，需联系快递公司协商转寄，转寄产生的费用需您承担哦。,物流咨询
快递被放在哪里了呀？,亲，您可以在物流详情页查看快递员的联系方式，直接联系快递员询问包裹存放位置，也可查看短信里的代收点通知哦。,物流咨询
物流费用是你们出还是我出？,亲，若因我们的原因（如发错货、漏发）导致的物流需求，费用由我们承担；若您个人原因（如退货、改地址）产生的额外费用，需您承担哦。,物流咨询
能不能预约配送时间呀？,亲，只要包裹还未发出，您可以联系客服备注预约配送时间；若已发出，您可联系快递员协商合适的配送时间哦。,物流咨询
我的快递到哪了呀？,亲，您可以在订单详情页点击【查看物流】按钮，实时跟踪包裹的运输轨迹哦。,物流咨询
快递一般几天能送到呀？,亲，普通地区的快递一般3-5个工作日送达，偏远地区可能会延迟1-2天，具体以物流实际运输为准哦。,物流咨询
我没收到货，显示签收了怎么办？,亲，这种情况您可以先联系小区/驿站的代收点核实，也可以拨打快递官方电话查询，若确实未收到我们会帮您跟进处理。,物流咨询
物流信息好几天没更新了，是丢了吗？,亲，物流信息未更新可能是运输途中的系统延迟，您可以先联系快递公司核实运输情况，我们也会帮您协助查询的。,物流咨询
我填错地址了，能改吗？,亲，如果包裹还没发出，您可以立即联系客服修改地址；若已发出，我们会帮您联系快递公司尝试拦截或转寄哦。,物流咨询
快递丢了怎么理赔呀？,亲，若确认是快递丢失，我们会为您办理全额退款或重新发货，理赔事宜由快递公司对接，您无需额外操作哦。,物流咨询
自提柜的快递怎么取？,亲，快递到达自提柜后会发送取件码到您的手机，您凭取件码到对应自提柜输入即可取件，如有问题可联系自提柜客服。,物流咨询
物流延误了，能补偿吗？,亲，若因快递公司原因导致物流延误，我们会根据实际情况为您申请优惠券或小礼品补偿，还请您谅解。,物流咨询
我想改配送时间，能行吗？,亲，您可以在物流详情页查看是否支持预约配送，或联系快递员协商调整配送时间，我们也会帮您沟通哦。,物流咨询
偏远地区多久能到呀？,亲，偏远地区的快递一般5-7个工作日送达，部分地区可能需要更长时间，还请您耐心等待哦。,物流咨询
物流单号查不到是怎么回事？,亲，刚发出的包裹可能会有1-2小时的信息延迟，您可以稍后再查；若超过24小时仍查不到，可联系我们核实。,物流咨询
拒收后物流怎么处理？,亲，您拒收后包裹会原路返回，我们收到退回的包裹后会为您办理退款，退款将在1-3个工作日内原路返回哦。,物流咨询
收到的快递破损了怎么办？,亲，您可以先拍照留存证据，然后联系我们，我们会帮您对接快递公司理赔，同时为您补发或退款。,物流咨询
能不能指定快递发货呀？,亲，我们默认使用合作的快递公司，若您有指定快递的需求，可在下单时备注，我们会尽量为您安排哦。,物流咨询
物流费是怎么算的？,亲，物流费根据商品重量、体积和配送距离计算，具体金额在下单时会显示，部分商品满额可免运费哦。,物流咨询
海外订单的物流怎么查？,亲，海外订单的物流轨迹可在订单详情页的国际物流入口查询，若有问题可联系我们协助跟进。,物流咨询
快递送到楼下了，我不在家怎么办？,亲，快递员通常会先电话联系您，若您不在家，可协商放在附近的代收点或约定下次配送时间哦。,物流咨询
物流显示已签收但没收到，我要找谁？,亲，这种情况您可以先联系快递员核实，也可拨打快递公司官方电话查询，我们会全程帮您跟进解决的。,物流咨询
大件物流一般几天到？,亲，大件物流的运输时间一般比普通快递长，市区内3-4天，郊区或偏远地区5-7天，具体以实际为准哦。,物流咨询
冷链物流的商品会坏吗？,亲，我们的冷链物流全程保持低温配送，会严格把控运输温度，商品在保质期内送达的话一般不会变质，请您放心。,物流咨询
我的快递到哪了呀？,亲，您可以在订单详情页的【物流跟踪】里查看实时位置哦，也可以复制物流单号去对应快递官网查询。,物流咨询
什么时候能发货呀？,亲，现货订单一般48小时内发出，预售订单会在商品页面标注的发货时间内安排，您可以在订单详情页查看具体进度。,物流咨询
没收到货怎么办？,亲，麻烦您先查看物流信息里的签收地点，若显示签收但未收到，可联系快递员核实或我们帮您查询，我们会尽快跟进处理。,物流咨询
物流信息好几天没更新了？,亲，这种情况可能是快递中转延迟或信息录入延迟，您可以先联系对应快递客服核实，也可以告知我们，我们帮您催促处理。,物流咨询
